School_Code,School_Name,School_Type,Function,Contact_Name,Address,Town,State,Zip,Phone,Fax,Grade,District,District_Code,Total_Enrollment,Percent_Students_Disabilities,Percent_Males,Percent_Females,Number_Classes,Average_Class_Size,Number_Students,Average_Salary,Total_Expenditures,Expenditures_per_Pupil,PPI
350541,Another Course To College,Public School,Principal,Michele Pellam,612 Metropolitan Av,Hyde Park,MA,2136,617-635-8865,617-635-8866,"09,10,11,12",Boston,350000,223,22,49.3,50.7,101,16.8,239,88790,1269579527,19246.36,53
350003,Baldwin Early Learning Center,Public School,Principal,Tavia Mead,121 Corey Road,Brighton,MA,2135,617-635-8409,617-635-9544,"PK,K,01",Boston,350000,159,23.3,59.7,40.3,22,18.8,157,88790,1269579527,19246.36,53
350021,Beethoven,Public School,Principal,Edward Puliafico,5125 Washington Street,West Roxbury,MA,2132,617-635-8149,617-635-8155,"PK,K,01,02,03",Boston,350000,329,14.6,49.5,50.5,155,17.2,349,88790,1269579527,19246.36,53
350390,Blackstone,Public School,Principal,Jamel Adkins-sharif,380 Shawmut Avenue,Boston,MA,2118,617-635-8471,617-635-7975,"PK,K,01,02,03,04,05",Boston,350000,585,23.6,52.6,47.4,321,18.6,654,88790,1269579527,19246.36,53
350548,Boston Adult Academy,Public School,Principal,Benjamin Helfat,20 Church St,Back Bay,MA,2116,617-635-1542,617-635-6362,"11,12",Boston,350000,197,7.1,48.7,51.3,84,18.1,245,88790,1269579527,19246.36,53
350546,Boston Arts Academy,Public School,Principal,Anne Clark,174 Ipswich Street,Boston,MA,2215,617-635-6470,617-635-8854,"09,10,11,12",Boston,350000,447,13.4,36.2,63.8,249,14.6,433,88790,1269579527,19246.36,53
350755,Boston Collaborative High School,Public School,Principal,Sherri Neasman,60 Hawthorne St,Roslindale,MA,2131,617-635-8035,617-635-6821,"07,08,09,10,11,12",Boston,350000,193,17.6,51.8,48.2,15,31.1,259,88790,1269579527,19246.36,53
350558,Boston Community Leadership Academy,Public School,Principal,Francine Locker,655 Metropolitan Ave,Hyde Park,MA,2136,617-635-8937,617-635-8942,"09,10,11,12",Boston,350000,500,22,51.2,48.8,226,16.5,502,88790,1269579527,19246.36,53
350507,Boston International High School,Public School,Principal,Thomas King,100 Maxwell St,Dorchester,MA,2124,617-635-9373,617-635-8224,"09,10,11,12",Boston,350000,378,4.2,51.9,48.1,168,15.3,518,88790,1269579527,19246.36,53
350560,Boston Latin,Public School,Principal,Rachel Skerritt,78 Avenue Louis Pasteur,Boston,MA,2115,617-635-8895,617-635-7883,"07,08,09,10,11,12",Boston,350000,2403,2.1,45.1,54.9,790,25.8,2429,88790,1269579527,19246.36,53
350545,Boston Latin Academy,Public School,Principal,Chimdi Uchendu,205 Townsend Street,Dorchester,MA,2121,617-635-9957,617-635-6696,"07,08,09,10,11,12",Boston,350000,1698,2.9,41.9,58.1,680,17.9,1690,88790,1269579527,19246.36,53
350012,Boston Teachers Union School,Public School,Principal,Lindsay Chaves,25 Walk Hill Street,Jamaica Plain,MA,2130,617-635-7717,617-635-9289,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,296,21.6,51.4,48.6,132,18.6,325,88790,1269579527,19246.36,53
350505,Brighton High,Public School,Principal,Robert Rametti,25 Warren Street,Brighton,MA,2135,617-635-9873,617-635-9892,"09,10,11,12",Boston,350000,811,23.8,60.3,39.7,321,17.8,958,88790,1269579527,19246.36,53
350036,Carter Developmental Center,Public School,Principal,Mark O'connor,396 Northampton Street,Boston,MA,2118,617-635-9832,617-635-7935,"07,08,09,10,11,12",Boston,350000,29,100,62.1,37.9,1,27,27,88790,1269579527,19246.36,53
350054,Charles H Taylor,Public School,Principal,Jennifer Marks,1060 Morton Street,Mattapan,MA,2126,617-635-8731,617-635-6877,"PK,K,01,02,03,04,05",Boston,350000,507,15,51.1,48.9,279,18.6,592,88790,1269579527,19246.36,53
350052,Charles Sumner,Public School,Principal,Catherine MacCuish,15 Basile Street,Roslindale,MA,2131,617-635-8131,617-635-8136,"PK,K,01,02,03,04,05",Boston,350000,558,21,53.2,46.8,296,18.9,584,88790,1269579527,19246.36,53
350515,Charlestown High,Public School,Principal,William Thomas,240 Medford Street,Charlestown,MA,2129,617-635-9914,617-635-9928,"09,10,11,12",Boston,350000,910,25.3,60.1,39.9,451,15.2,952,88790,1269579527,19246.36,53
350430,Clarence R Edwards Middle,Public School,Principal,Laryssa Doherty,28 Walker Street,Charlestown,MA,2129,617-635-8516,617-635-8522,"06,07,08",Boston,350000,335,31.6,54.3,45.7,185,19.4,397,88790,1269579527,19246.36,53
350518,Community Academy,Public School,Principal,Rayna Briceno,25 Glen Road,Jamaica Plain,MA,2130,617-635-8950,617-635-8948,"09,10,11,12",Boston,350000,44,18.2,88.6,11.4,51,7.6,76,88790,1269579527,19246.36,53
350581,Community Academy of Science and Health,Public School,Principal,Robin Lee,11 Charles Street,Dorchester,MA,2122,617-635-8950,617-635-8948,"09,10,11,12",Boston,350000,365,36.2,54,46,172,16.6,442,88790,1269579527,19246.36,53
350020,Curley K-8 School,Public School,Principal,Katherine Grassa,493 Centre St.,Jamaica Plain,MA,2130,617-635-8176,617-635-8184,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,948,26.2,49.6,50.4,368,19,950,88790,1269579527,19246.36,53
350062,Curtis Guild,Public School,Principal,Karen McCarthy,195 Leyden Street,East Boston,MA,2128,617-635-8523,617-635-8526,"PK,K,01,02,03,04,05",Boston,350000,309,21,52.4,47.6,158,16.8,365,88790,1269579527,19246.36,53
350066,Dante Alighieri Montessori School,Public School,Principal,Glenda Colon,37 Gove Street,East Boston,MA,2128,617-635-8529,617-635-7691,"PK,K,01,02,03,04,05,06",Boston,350000,96,10.4,49,51,75,6.6,87,88790,1269579527,19246.36,53
350072,David A Ellis,Public School,Principal,Cynthia Jacobs,302 Walnut Avenue,Roxbury,MA,2119,617-635-8257,617-635-8262,"PK,K,01,02,03,04,05",Boston,350000,438,13.7,49.8,50.2,178,18.6,483,88790,1269579527,19246.36,53
350074,Dearborn,Public School,Principal,Lisa Gilbert-Smith,60 Washington St,Dorchester,MA,2121,617-635-8412,617-635-8419,"06,07,08,09,10,11,12",Boston,350000,309,12.9,55,45,177,13.9,277,88790,1269579527,19246.36,53
350077,Dennis C Haley,Public School,Principal,Kathleen Sullivan,570 American Legion Highway,Roslindale,MA,2131,617-635-8169,617-635-8173,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,452,31,48.5,51.5,179,22.9,461,88790,1269579527,19246.36,53
350080,Donald Mckay,Public School,Principal,Jordan Weymer,122 Cottage Street,East Boston,MA,2128,617-635-8510,617-635-8515,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,732,13,51.2,48.8,315,19.2,722,88790,1269579527,19246.36,53
350651,Dorchester Academy,Public School,Principal,Melissa Malone Sanjeh,11 Charles St,Dorchester,MA,2125,617-635-9730,617-635-8847,"09,10,11,12",Boston,350000,99,34.3,45.5,54.5,115,10.7,124,88790,1269579527,19246.36,53
350008,Dr. Catherine Ellison-Rosa Parks Early Ed School,Public School,Principal,Benjamin Rockoff,108 Babson Street,Mattapan,MA,2126,617-635-7680,617-635-6491,"PK,K,01,02,03",Boston,350000,189,21.2,55.6,44.4,54,18.2,190,88790,1269579527,19246.36,53
350266,Dr. William Henderson Lower,Public School,Principal,Patricia Lampron,1669 Dorchester Avenue,Dorchester,MA,2122,617-635-8725,617-635-8728,"PK,K,01,02",Boston,350000,217,25.8,47.9,52.1,47,25.1,225,88790,1269579527,19246.36,53
350426,Dr. William Henderson Upper,Public School,Principal,Patricia Lampron,18 Croftland Av,Dorchester,MA,2124,617-635-6365,617-635-6367,"03,04,05,06,07,08,09,10,11,12",Boston,350000,505,42.6,54.7,45.3,211,17.1,413,88790,1269579527,19246.36,53
350006,ELC - West Zone,Public School,Principal,Jean Larrabee,200 Heath Street,Jamaica Plain,MA,2130,617-635-8275,617-635-9370,"PK,K,01",Boston,350000,114,22.8,54.4,45.6,23,17.4,95,88790,1269579527,19246.36,53
350009,East Boston Early Childhood Center,Public School,Principal,Olga Frechon,135 Grove Street,East Boston,MA,2128,617-635-6456,617-635-8864,"PK,K,01",Boston,350000,170,22.4,55.3,44.7,42,17.9,183,88790,1269579527,19246.36,53
350530,East Boston High,Public School,Principal,Phillip Brangiforte,86 White Street,East Boston,MA,2128,617-635-9896,617-635-9726,"09,10,11,12",Boston,350000,1496,15.4,56.7,43.3,460,17.7,1588,88790,1269579527,19246.36,53
350375,Edison K-8,Public School,Principal,Samantha Varano,60 Glenmont Road,Brighton,MA,2135,617-635-8436,617-635-8446,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,688,21.9,54.4,45.6,371,19.8,855,88790,1269579527,19246.36,53
350088,Edward Everett,Public School,Principal,Karen Cahill,71 Pleasant Street,Dorchester,MA,2125,617-635-8778,617-635-8780,"PK,K,01,02,03,04,05",Boston,350000,278,14.7,52.9,47.1,91,20.9,295,88790,1269579527,19246.36,53
350096,Eliot Elementary,Public School,Principal,Traci Griffith,16 Charter Street,Boston,MA,2113,617-635-8545,617-635-8550,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,558,20.3,50.7,49.3,288,18.7,520,88790,1269579527,19246.36,53
350100,Ellis Mendell,Public School,Principal,Julia Bott,164 School Street,Roxbury,MA,2119,617-635-8234,617-635-8238,"PK,K,01,02,03,04,05",Boston,350000,244,22.5,52.5,47.5,81,18.4,237,88790,1269579527,19246.36,53
350522,Excel High School,Public School,Principal,Renee Mccall,95 G. Street,South Boston,MA,2127,617-635-9870,617-635-9711,"09,10,11,12",Boston,350000,525,27.4,61.9,38.1,247,17,587,88790,1269579527,19246.36,53
350540,Fenway High School,Public School,Principal,Geoffrey Walker,67 Alleghany St,Roxbury,MA,2120,617-635-9911,617-635-9204,"09,10,11,12",Boston,350000,360,19.7,47.2,52.8,107,21.9,342,88790,1269579527,19246.36,53
350116,Franklin D Roosevelt,Public School,Principal,Lynda-lee Sheridan,95 Needham Road,Hyde Park,MA,2136,617-635-8676,617-635-8679,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,453,25.2,49,51,122,23,472,88790,1269579527,19246.36,53
350326,Gardner Pilot Academy,Public School,Principal,Erica Herman,30 Athol Street,Allston,MA,2134,617-635-8365,617-635-7812,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,401,23.2,53.1,46.9,142,16.9,387,88790,1269579527,19246.36,53
350122,George H Conley,Public School,Principal,Joseph Foley,450 Poplar Street,Roslindale,MA,2131,617-635-8099,617-635-6417,"PK,K,01,02,03,04,05",Boston,350000,222,32.9,56.3,43.7,137,15.1,232,88790,1269579527,19246.36,53
350543,Greater Egleston Community High School,Public School,Principal,Julie Coles,80 School St,Roxbury,MA,2119,617-635-6429,617-635-6469,"10,11,12",Boston,350000,225,12.9,53.8,46.2,67,15.3,267,88790,1269579527,19246.36,53
350200,Harvard-Kent,Public School,Principal,Jason Gallagher,50 Bunker Hill Street,Charlestown,MA,2129,617-635-8358,617-635-8364,"PK,K,01,02,03,04,05",Boston,350000,495,21.6,55.8,44.2,285,16.8,532,88790,1269579527,19246.36,53
350010,Haynes Early Education Center,Public School,Principal,Donette Wilson-Wood,263 Blue Hill Avenue,Roxbury,MA,2119,617-635-6446,617-635-9795,"PK,K,01",Boston,350000,187,13.4,52.9,47.1,61,16.5,181,88790,1269579527,19246.36,53
350135,Henry Grew,Public School,Principal,Christine Connolly,40 Gordon Avenue,Hyde Park,MA,2136,617-635-8715,617-635-8718,"PK,K,01,02,03,04,05",Boston,350000,239,5,49.8,50.2,99,21.6,286,88790,1269579527,19246.36,53
350015,Higginson,Public School,Principal,Marie Mullen,160 Harrishof Street,Roxbury,MA,2119,617-635-8247,617-635-8252,"PK,K,01,02",Boston,350000,173,28.9,54.3,45.7,73,17.7,196,88790,1269579527,19246.36,53
350377,Higginson/Lewis K-8,Public School,Principal,Darlene Ratliff,131 Walnut Avenue,Roxbury,MA,2119,617-635-8137,617-635-8252,"K,01,02,03,04,05,06,07,08",Boston,350000,355,27,55.2,44.8,221,18.1,438,88790,1269579527,19246.36,53
350750,Horace Mann School for the Deaf,Public School,Principal,Maritza Ciliberto,40 Armington Street,Allston,MA,2134,617-635-8534,617-635-6379,"PK,K,01,02,04,05,06,07,08,09,10,11,12",Boston,350000,90,97.8,61.1,38.9,119,5.8,106,88790,1269579527,19246.36,53
350141,Hugh Roe O'Donnell,Public School,Principal,C. Sura O'Mard,33 Trenton Street,East Boston,MA,2128,617-635-8454,617-635-8459,"PK,K,01,02,03,04,05",Boston,350000,272,12.5,51.5,48.5,80,23.1,296,88790,1269579527,19246.36,53
350013,Jackson Mann,Public School,Principal,Andy Tuite,40 Armington Street,Allston,MA,2134,617-635-8532,617-635-6379,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,765,21.2,57.5,42.5,398,18.4,855,88790,1269579527,19246.36,53
350146,James Condon Elementary,Public School,Principal,Robert Chisholm,200 D Street,South Boston,MA,2127,617-635-8608,617-635-8611,"PK,K,01,02,03,04,05,06,07",Boston,350000,846,21.7,50.5,49.5,458,20.1,869,88790,1269579527,19246.36,53
350154,James J Chittick,Public School,Principal,Michelle Burnett-Herndon,154 Ruskindale Road,Mattapan,MA,2126,617-635-8652,617-635-6925,"PK,K,01,02,03,04,05",Boston,350000,296,26.4,55.1,44.9,143,15.5,331,88790,1269579527,19246.36,53
350156,James Otis,Public School,Principal,Paula Cerqueira-Goncalve,218 Marion Street,East Boston,MA,2128,617-635-8372,617-635-8376,"PK,K,01,02,03,04,05",Boston,350000,398,9,48.5,51.5,77,17.3,415,88790,1269579527,19246.36,53
350485,James P Timilty Middle,Public School,Principal,T’sheba Martin,205 Roxbury Street,Roxbury,MA,2119,617-635-8109,617-635-8115,"06,07,08",Boston,350000,371,24,53.1,46.9,179,21,473,88790,1269579527,19246.36,53
350153,James W Hennigan,Public School,Principal,Maria Cordon,200 Heath Street,Jamaica Plain,MA,2130,617-635-8264,617-635-8271,"K,01,02,03,04,05,06,07,08",Boston,350000,638,20.2,50.3,49.7,358,16.8,658,88790,1269579527,19246.36,53
350525,Jeremiah E Burke High,Public School,Principal,Lindsa McIntyre,60 Washington Street,Dorchester,MA,2121,617-635-9837,617-635-9852,"09,10,11,12",Boston,350000,489,12.1,51.9,48.1,184,18.2,554,88790,1269579527,19246.36,53
350172,John D Philbrick,Public School,Principal,Danladi Bobbitt,40 Philbrick Street,Roslindale,MA,2131,617-635-8069,617-635-7927,"PK,K,01,02,03,04,05",Boston,350000,172,12.2,52.9,47.1,53,22,168,88790,1269579527,19246.36,53
350166,John F Kennedy,Public School,Principal,Christine Copeland,7 Bolster Street,Jamaica Plain,MA,2130,617-635-8127,617-635-8130,"PK,K,01,02,03,04,05",Boston,350000,382,15.4,50,50,202,15.6,417,88790,1269579527,19246.36,53
350179,John W McCormack,Public School,Principal,Elvis Henriquez,315 Mt Vernon Street,Dorchester,MA,2125,617-635-8657,617-635-9788,"06,07,08",Boston,350000,444,24.1,51.4,48.6,371,19.4,596,88790,1269579527,19246.36,53
350180,John Winthrop,Public School,Principal,Leah Blake,35 Brookford Street,Dorchester,MA,2125,617-635-8379,617-635-9396,"PK,K,01,02,03,04,05",Boston,350000,329,12.5,46.5,53.5,155,18.7,362,88790,1269579527,19246.36,53
350182,Joseph J Hurley,Public School,Principal,Marjorie Soto,70 Worcester Street,Boston,MA,2118,617-635-8489,617-635-6868,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,353,11.9,49.3,50.7,143,19.2,357,88790,1269579527,19246.36,53
350183,Joseph Lee,Public School,Principal,Kimberly Curtis,155 Talbot Avenue,Dorchester,MA,2124,617-635-8687,617-635-8692,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,639,36.5,56,44,186,21.6,670,88790,1269579527,19246.36,53
350184,Joseph P Manning,Public School,Principal,Ethan d'Ablemont Burnes,130 Louders Lane,Jamaica Plain,MA,2130,617-635-8102,617-635-9348,"PK,K,01,02,03,04,05",Boston,350000,158,32.3,53.2,46.8,88,14.8,164,88790,1269579527,19246.36,53
350181,Joseph P Tynan,Public School,Principal,Leslie Gant,650 E. Fourth Street,South Boston,MA,2127,617-635-8641,617-635-9758,"PK,K,01,02,03,04,05",Boston,350000,268,37.7,58.2,41.8,75,11.1,358,88790,1269579527,19246.36,53
350286,Josiah Quincy,Public School,Principal,Cynthia Soo hoo,885 Washington Street,Boston,MA,2111,617-635-8497,617-635-7778,"PK,K,01,02,03,04,05",Boston,350000,854,15.5,50.2,49.8,467,17.9,804,88790,1269579527,19246.36,53
350190,Joyce Kilmer,Public School,Principal,Emily Berman,35 Baker Street,West Roxbury,MA,2132,617-635-8060,617-635-8063,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,435,22.1,54.3,45.7,167,18.9,483,88790,1269579527,19246.36,53
350376,King K-8,Public School,Principal,Khita Pottinger,77 Lawrence Avenue,Dorchester,MA,2121,617-635-8212,617-635-9356,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,490,17.6,51.4,48.6,208,20.8,518,88790,1269579527,19246.36,53
350001,Lee Academy,Public School,Principal,Amelia Gorman,25 Dunbar Avenue,Dorchester,MA,2124,617-635-8618,617-635-8621,"PK,K,01,02",Boston,350000,187,23,52.9,47.1,41,15.6,194,88790,1269579527,19246.36,53
350383,Lilla G. Frederick Middle School,Public School,Principal,Pauline Lugira,270 Columbia Road,Dorchester,MA,2121,617-635-1650,617-635-1637,"06,07,08",Boston,350000,519,29.1,53,47,280,16.4,591,88790,1269579527,19246.36,53
350262,Lyndon,Public School,Principal,Kathleen Tunney,20 Mt. Vernon Street,West Roxbury,MA,2132,617-635-6824,617-635-6828,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,582,18,51.7,48.3,212,17.9,551,88790,1269579527,19246.36,53
350004,Lyon K-8,Public School,Principal,Deborah Rooney,50 Beechcroft Street,Brighton,MA,2135,617-635-7945,617-635-7949,"K,01,02,03,04,05,06,07,08",Boston,350000,139,33.8,55.4,44.6,75,15,137,88790,1269579527,19246.36,53
350655,Lyon Upper 9-12,Public School,Principal,Jean-Dominique Herve Anoh,95 Beechcroft Street,Brighton,MA,2135,617-635-8351,617-635-8353,"09,10,11,12",Boston,350000,126,41.3,50,50,80,11.9,124,88790,1269579527,19246.36,53
350537,Madison Park High,Public School,Principal,Shawn Shackelford,75 Malcolm X Blvd,Roxbury,MA,2120,617-635-8970,617-635-9831,"09,10,11,12",Boston,350000,841,34.8,56.5,43.5,450,11.7,839,88790,1269579527,19246.36,53
350215,Manassah E Bradley,Public School,Principal,Claire Rheaume,110 Beachview Road,East Boston,MA,2128,617-635-8422,617-635-6927,"PK,K,01,02,03,04,05",Boston,350000,286,13.3,50,50,89,21.4,318,88790,1269579527,19246.36,53
350549,Margarita Muniz Academy,Public School,Principal,Dania Vazquez,20 Child Street,Boston,MA,2130,617-470-6907,--,"09,10,11,12",Boston,350000,284,11.3,40.1,59.9,129,17.5,288,88790,1269579527,19246.36,53
350656,Mario Umana Academy,Public School,Principal,Claudia Gutierrez,312 Border Street,East Boston,MA,2128,617-635-8481,617-635-9545,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,922,15.8,52.5,47.5,281,18.1,889,88790,1269579527,19246.36,53
350227,Mather,Public School,Principal,Rochelle Valdez,1 Parish Street,Dorchester,MA,2122,617-635-8757,617-635-8762,"PK,K,01,02,03,04,05",Boston,350000,617,13.6,49.1,50.9,271,21.4,644,88790,1269579527,19246.36,53
350226,Mattahunt,Public School,Principal,Walter Henderson,100 Hebron Street,Mattapan,MA,2126,617-635-8792,617-635-8799,"PK,K,01,02,03,04,05",Boston,350000,634,21,50.2,49.8,437,15.6,716,88790,1269579527,19246.36,53
350229,Maurice J Tobin,Public School,Principal,Efrain Toledano,40 Smith St,Roxbury,MA,2120,617-635-8393,617-635-7900,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,465,15.1,50.5,49.5,272,19.6,494,88790,1269579527,19246.36,53
350231,Michael J Perkins,Public School,Principal,Craig Martin,50 Burke Street,South Boston,MA,2127,617-635-8601,617-635-9774,"K,01,02,03,04,05",Boston,350000,238,9.7,46.2,53.8,75,21.9,242,88790,1269579527,19246.36,53
350378,Mildred Avenue K-8,Public School,Principal,Andrew Rollins,5 Mildred Avenue,Mattapan,MA,2126,617-635-1642,617-635-1641,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,505,23,50.5,49.5,182,17.7,473,88790,1269579527,19246.36,53
350382,Mission Hill School,Public School,Principal,Ayla Gavins,20 Child Street,Jamaica Plain,MA,2130,617-635-8189,617-635-7835,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,217,33.2,58.5,41.5,9,31.2,237,88790,1269579527,19246.36,53
350237,Mozart,Public School,Principal,Michael Baulier,236 Beech Street,Roslindale,MA,2131,617-635-8082,617-635-8087,"PK,K,01,02,03,04,05",Boston,350000,175,19.4,57.7,42.3,73,14.7,179,88790,1269579527,19246.36,53
350243,Nathan Hale,Public School,Principal,Romaine Mills-teque,51 Cedar Street,Roxbury,MA,2119,617-635-8205,617-635-8558,"PK,K,01,02,03,04,05",Boston,350000,174,12.6,46,54,78,20.8,176,88790,1269579527,19246.36,53
350542,New Mission High School,Public School,Principal,Naia Wilson,655 Metropolitan Ave,Hyde Park,MA,2136,617-635-6437,617-635-6332,"09,10,11,12",Boston,350000,320,16.3,50.9,49.1,163,16.5,316,88790,1269579527,19246.36,53
350138,O W Holmes,Public School,Principal,Yeshi Gaskin,40 School Street,Dorchester,MA,2124,617-635-8681,617-635-8685,"PK,K,01,02,03,04,05",Boston,350000,368,28.8,53.3,46.7,132,21.1,395,88790,1269579527,19246.36,53
350575,O'Bryant School Math/Science,Public School,Principal,Tanya Freeman-Wisdom,55 Malcolm X Blvd,Roxbury,MA,2120,617-635-9932,617-635-7769,"07,08,09,10,11,12",Boston,350000,1437,3.5,44.3,55.7,392,22.3,1423,88790,1269579527,19246.36,53
350255,Oliver Hazard Perry,Public School,Principal,Geoffrey Rose,745 E. 7th Street,South Boston,MA,2127,617-635-8840,617-635-6387,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,222,22.5,57.2,42.8,119,14.8,247,88790,1269579527,19246.36,53
350257,Orchard Gardens,Public School,Principal,Megan Webb,906 Albany Street,Roxbury,MA,2119,617-635-1660,617-635-1634,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,886,12.4,51.2,48.8,372,20.6,896,88790,1269579527,19246.36,53
350264,Patrick J Kennedy,Public School,Principal,Kristen Goncalves,343 Saratoga Street,East Boston,MA,2128,617-635-8466,617-635-8469,"PK,K,01,02,03,04,05",Boston,350000,297,14.8,53.2,46.8,78,21.8,307,88790,1269579527,19246.36,53
350268,Paul A Dever,Public School,Principal,Todd Fishburne,325 Mt Vernon Street,Dorchester,MA,2125,617-635-8694,617-635-8097,"PK,K,01,02,03,04,05",Boston,350000,415,14.2,53.5,46.5,260,17.4,507,88790,1269579527,19246.36,53
350014,Pauline Agassiz Shaw Elementary School,Public School,Principal,Akosua Osei-Bobie,429 Norfolk Street,Dorchester,MA,2124,617-635-8777,617-635-8721,"PK,K,01,02",Boston,350000,203,9.4,53.7,46.3,36,21.3,158,88790,1269579527,19246.36,53
350278,Phineas Bates,Public School,Principal,Rodolfo Morales,426 Beech Street,Roslindale,MA,2131,617-635-8064,617-635-8068,"PK,K,01,02,03,04,05",Boston,350000,280,20.7,51.1,48.9,90,20.8,289,88790,1269579527,19246.36,53
350565,Quincy Upper School,Public School,Principal,Stephen Cirasuolo,152 Arlington Street,Boston,MA,2116,617-635-8940,617-635-1524,"06,07,08,09,10,11,12",Boston,350000,506,17,55.1,44.9,186,24.7,499,88790,1269579527,19246.36,53
350691,Rafael Hernandez,Public School,Principal,Ana Tavares,61 School Street,Roxbury,MA,2119,617-635-8187,617-635-8190,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,407,6.6,45.5,54.5,163,22,408,88790,1269579527,19246.36,53
350240,Richard J Murphy,Public School,Principal,Courtney Sheppeck,1 Worrell Street,Dorchester,MA,2122,617-635-8781,617-635-8787,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,946,15.2,53.5,46.5,346,22.8,950,88790,1269579527,19246.36,53
350298,Roger Clap,Public School,Principal,Marcia Riddick,35 Harvest Street,Dorchester,MA,2125,617-635-8672,617-635-6389,"PK,K,01,02,03,04,05",Boston,350000,170,18.8,47.1,52.9,46,21.6,168,88790,1269579527,19246.36,53
350302,Samuel Adams,Public School,Principal,Joanna Mckeigue-cruz,165 Webster Street,East Boston,MA,2128,617-635-8383,617-635-7822,"PK,K,01,02,03,04,05",Boston,350000,294,21.1,53.1,46.9,130,15.9,312,88790,1269579527,19246.36,53
350304,Samuel W Mason,Public School,Principal,Lauretta Lewis-medley,150 Norfolk Avenue,Roxbury,MA,2119,617-635-8405,617-635-8406,"PK,K,01,02,03,04,05",Boston,350000,231,29,56.7,43.3,51,17.9,242,88790,1269579527,19246.36,53
350308,Sarah Greenwood,Public School,Principal,Karla Gandiaga,189 Glenway Street,Dorchester,MA,2121,617-635-8710,617-635-8713,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,399,24.8,51.6,48.4,139,16.5,427,88790,1269579527,19246.36,53
350690,Snowden International School at Copley,Public School,Principal,Eugene Roundtree,150 Newbury Street,Boston,MA,2116,617-635-9989,617-635-9996,"09,10,11,12",Boston,350000,439,20.5,47.4,52.6,151,17.7,371,88790,1269579527,19246.36,53
350657,TechBoston Academy,Public School,Principal,Nora Vernazza,9 Peacevale Road,Dorchester,MA,2124,617-635-1615,617-635-1622,"06,07,08,09,10,11,12",Boston,350000,972,22.1,55.5,44.5,548,17.3,992,88790,1269579527,19246.36,53
350535,The English High,Public School,Principal,A. freda Johnson,144 McBride Street,Jamaica Plain,MA,2130,617-635-8979,617-635-8988,"09,10,11,12",Boston,350000,553,19.7,55.7,44.3,215,15.1,572,88790,1269579527,19246.36,53
350328,Thomas J Kenny,Public School,Principal,Emily Bryan,19 Oakton Avenue,Dorchester,MA,2122,617-635-8789,617-635-8791,"PK,K,01,02,03,04,05",Boston,350000,332,17.2,53.9,46.1,159,16.4,321,88790,1269579527,19246.36,53
350167,UP Academy Holland,Public School,Principal,Hillary Casson,85 Olney Street,Dorchester,MA,2121,617-635-8832,617-635-8838,"PK,K,01,02,03,04,05",Boston,350000,759,13.3,50.9,49.1,150,31.8,752,88790,1269579527,19246.36,53
350579,Urban Science Academy,Public School,Principal,Jeffrey Cook,1205 V.F.W. Parkway,West Roxbury,MA,2132,617-635-8930,617-635-7895,"09,10,11,12",Boston,350000,432,26.2,60,40,310,15.3,552,88790,1269579527,19246.36,53
350346,Warren-Prescott,Public School,Principal,Michele Davis,50 School Street,Charlestown,MA,2129,617-635-8346,617-635-9454,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,582,15.8,53.6,46.4,240,18.9,562,88790,1269579527,19246.36,53
350445,Washington Irving Middle,Public School,Principal,Carmen Davis,105 Cummins Highway,Roslindale,MA,2131,617-635-8072,617-635-9363,"06,07,08",Boston,350000,344,26.5,51.7,48.3,272,19.1,438,88790,1269579527,19246.36,53
350658,West Roxbury Academy,Public School,Principal,Rudolph Weekes,1205 V.F.W. Parkway,West Roxbury,MA,2132,617-635-8935,617-635-7912,"09,10,11,12",Boston,350000,496,21.4,53.4,46.6,243,18,574,88790,1269579527,19246.36,53
350366,William E Russell,Public School,Principal,Tamara Blake,750 Columbia Road,Dorchester,MA,2125,617-635-8803,617-635-9768,"PK,K,01,02,03,04,05",Boston,350000,385,11.2,50.9,49.1,112,21.3,415,88790,1269579527,19246.36,53
